user_id,item_id,predicted_rating
0,166,36.145714
0,320,34.705154
0,706,30.633125
0,74,30.507168
0,32,29.751265
1,690,36.856358
1,40,32.710693
1,233,32.02925
1,298,30.500937
1,513,30.106976
2,307,41.175835
2,457,29.147696
2,659,27.104515
2,348,27.017685
2,114,26.941483
3,674,31.888954
3,363,25.579945
3,521,24.452648
3,183,22.4663
3,452,22.46093
4,674,43.807774
4,426,40.830486
4,107,34.83072
4,164,32.061653
4,296,30.202932
5,643,33.07381
5,193,27.109257
5,651,25.881327
5,567,25.156754
5,156,24.730103
6,234,32.7985
6,109,32.470974
6,371,28.113232
6,477,25.890146
6,691,25.846653
7,127,36.77823
7,560,29.345638
7,280,28.787357
7,535,25.711058
7,370,25.48366
8,630,28.6398
8,602,27.68089
8,129,26.729736
8,288,25.744423
8,674,24.973999
9,321,32.3032
9,499,31.772154
9,366,29.109303
9,477,27.33509
9,16,26.465525
10,449,35.8412
10,660,35.462704
10,134,30.886389
10,368,28.096567
10,236,27.661655
11,440,35.511486
11,679,34.977528
11,697,25.726511
11,508,25.704971
11,354,25.668621
12,411,32.49381
12,699,30.225727
12,648,29.236391
12,241,28.924002
12,45,28.365131
13,659,30.033466
13,583,29.543282
13,0,28.827457
13,635,27.64687
13,68,27.437809
14,443,47.029686
14,405,32.529213
14,583,30.139145
14,478,29.240612
14,42,28.605991
15,744,24.74519
15,463,24.619839
15,131,23.94215
15,247,21.944717
15,696,21.357168
16,602,33.52871
16,671,32.583054
16,631,29.203985
16,605,29.07848
16,171,29.034832
17,131,33.11377
17,557,31.153954
17,241,30.291958
17,318,30.147884
17,173,28.651722
18,273,34.43776
18,392,34.132664
18,128,28.803051
18,471,28.681711
18,440,28.360998
19,598,45.766735
19,183,36.16507
19,575,35.091553
19,743,33.541454
19,282,31.468573
20,212,42.52716
20,171,41.102295
20,698,38.286537
20,424,34.02572
20,160,31.848545
21,449,37.83445
21,445,35.325867
21,675,32.300594
21,632,32.00169
21,590,29.94241
22,254,37.943073
22,725,37.177353
22,585,36.531845
22,658,34.5467
22,632,34.164173
23,622,28.390501
23,690,27.240047
23,692,26.51752
23,50,25.873365
23,202,25.644281
24,241,46.899418
24,126,41.183952
24,719,37.67423
24,59,35.484104
24,631,33.813934
25,269,35.502594
25,136,28.278313
25,277,26.450703
25,51,26.097027
25,25,26.054039
26,712,37.37728
26,235,32.876675
26,694,28.256931
26,186,25.820904
26,745,25.667221
27,192,41.082523
27,67,40.81019
27,498,32.836506
27,241,30.878595
27,130,28.688189
28,550,28.538479
28,544,26.080801
28,573,24.03693
28,712,23.878548
28,647,23.432133
29,417,28.21756
29,155,27.896467
29,560,26.278482
29,627,25.15582
29,24,23.879128
30,645,34.472733
30,640,32.682426
30,175,27.292347
30,602,26.99329
30,189,26.861927
31,428,30.782902
31,62,29.30857
31,30,28.986687
31,370,27.26056
31,88,26.515102
32,507,42.236942
32,571,38.14752
32,133,36.1643
32,685,34.24918
32,35,32.74536
33,622,31.789446
33,492,29.644049
33,274,27.602188
33,583,25.745884
33,457,25.183554
34,621,43.009254
34,106,30.935759
34,577,30.579557
34,730,28.24028
34,702,27.494297
35,210,37.9534
35,116,30.719591
35,50,28.927116
35,217,28.864351
35,730,28.750393
36,622,32.00847
36,743,31.165295
36,160,30.301933
36,459,30.223675
36,167,29.572845
37,273,40.536972
37,264,36.761406
37,595,33.734707
37,6,33.236
37,565,32.698048
38,243,34.663757
38,213,33.794632
38,726,31.5698
38,300,28.83303
38,675,27.688738
39,736,42.303642
39,206,37.655735
39,368,34.098846
39,289,33.79606
39,699,32.84746
40,85,36.255146
40,450,30.24303
40,157,29.757143
40,492,26.702946
40,331,26.501835
41,309,32.44336
41,505,25.777132
41,229,22.364925
41,555,19.910599
41,630,19.668016
42,156,26.051058
42,316,24.032614
42,578,23.044098
42,645,22.461575
42,134,22.326458
43,133,37.44444
43,633,35.201653
43,273,33.576324
43,212,31.030712
43,296,27.752293
44,551,33.50541
44,299,31.806944
44,82,31.539158
44,369,28.395512
44,702,25.366297
45,234,37.876186
45,75,30.98781
45,289,27.978859
45,424,25.068748
45,193,24.906475
46,146,37.320538
46,575,30.620525
46,226,28.590662
46,300,28.148071
46,527,26.278818
47,136,36.890083
47,162,35.9566
47,571,32.46676
47,724,31.929127
47,646,31.672918
48,511,38.749672
48,682,33.79017
48,223,33.722866
48,378,31.94078
48,346,28.191069
49,641,30.305695
49,449,29.942175
49,406,29.05732
49,27,26.191416
49,516,25.597118
50,424,35.002735
50,62,34.228855
50,379,29.204916
50,623,27.932114
50,373,26.88875
51,256,46.731995
51,328,31.240326
51,251,28.065315
51,604,27.731588
51,99,26.789242
52,721,37.07462
52,273,32.3299
52,498,30.720617
52,600,30.25798
52,182,30.080986
53,520,32.500072
53,685,31.289032
53,120,30.627607
53,724,25.77303
53,296,24.487307
54,206,38.42737
54,394,35.207085
54,688,35.008823
54,427,33.66254
54,292,28.331982
55,215,43.214794
55,384,39.98052
55,521,33.49562
55,583,32.446884
55,372,30.997665
56,489,43.90576
56,679,38.35437
56,633,32.57435
56,332,32.38926
56,717,30.536263
57,527,36.31082
57,232,29.596935
57,70,26.51822
57,426,25.878675
57,263,25.41322
58,712,38.19007
58,643,31.461689
58,70,31.000244
58,237,29.699335
58,616,27.116917
59,251,42.77018
59,296,32.583847
59,605,32.46235
59,135,30.63389
59,392,29.141493
60,405,38.158337
60,705,32.135765
60,461,29.13002
60,223,28.27203
60,89,28.264137
61,579,39.762867
61,682,33.73554
61,503,29.108646
61,329,29.022701
61,547,27.991886
62,83,31.708141
62,719,30.459366
62,261,29.277552
62,311,28.219215
62,234,27.066055
63,70,35.001823
63,391,34.983383
63,487,30.823431
63,313,27.40266
63,261,24.870148
64,193,42.273117
64,342,35.93722
64,156,35.08949
64,513,32.07986
64,746,31.10392
65,500,36.422813
65,579,29.323044
65,746,28.27736
65,277,26.005663
65,620,25.339283
66,683,37.589405
66,178,29.732058
66,24,26.22979
66,231,25.46847
66,320,25.302801
67,413,43.476498
67,546,35.552517
67,457,31.086657
67,379,31.059319
67,199,29.446838
68,443,40.166916
68,229,39.931503
68,94,34.64865
68,256,29.396187
68,517,28.886845
69,401,38.05291
69,564,29.970428
69,483,29.690311
69,6,28.286818
69,119,28.119242
70,202,38.88061
70,613,35.30029
70,627,34.43281
70,649,34.275246
70,431,32.05742
71,175,29.101803
71,67,24.076862
71,679,20.497978
71,24,19.457253
71,432,18.697472
72,8,37.734215
72,117,35.33571
72,656,30.141308
72,605,27.092913
72,537,26.746014
73,220,42.55616
73,242,34.912174
73,343,32.46136
73,540,30.898098
73,125,29.455194
74,550,36.439926
74,331,35.050133
74,471,32.39859
74,350,30.696392
74,675,30.092398
75,180,42.1066
75,173,41.162315
75,308,35.513073
75,310,34.43215
75,416,33.1662
76,302,33.230934
76,554,31.904991
76,457,29.540977
76,337,29.10756
76,424,28.988243
77,77,41.79313
77,37,35.045403
77,299,31.345432
77,725,29.59003
77,293,25.943592
78,746,43.564964
78,61,37.970882
78,145,31.68652
78,77,31.463516
78,263,28.707748
79,590,39.649345
79,479,29.035429
79,298,25.426678
79,24,24.505032
79,703,22.610847
80,604,29.104717
80,686,26.405891
