user_id,item_id,predicted_rating
0,166,36.138107
0,320,34.6987
0,706,30.619858
0,74,30.499481
0,32,29.741608
1,690,36.846848
1,40,32.70363
1,233,32.020126
1,298,30.493042
1,513,30.096466
2,307,41.16681
2,457,29.139496
2,659,27.09967
2,348,27.008514
2,114,26.93222
3,674,31.881317
3,363,25.576492
3,521,24.44719
3,183,22.460876
3,452,22.455215
4,674,43.79605
4,426,40.819595
4,107,34.82245
4,164,32.055023
4,296,30.194855
5,643,33.063934
5,193,27.101257
5,651,25.875412
5,567,25.152832
5,156,24.725784
6,234,32.790344
6,109,32.4646
6,371,28.105957
6,477,25.884827
6,691,25.842285
7,127,36.768906
7,560,29.33876
7,280,28.7807
7,535,25.703125
7,370,25.475525
8,630,28.632065
8,602,27.676468
8,129,26.724457
8,288,25.73648
8,674,24.968079
9,321,32.29088
9,499,31.763443
9,366,29.103882
9,477,27.328842
9,16,26.459229
10,449,35.830276
10,660,35.453262
10,134,30.879608
10,368,28.089447
10,236,27.654663
11,440,35.504135
11,679,34.969116
11,697,25.72113
11,508,25.701187
11,354,25.664612
12,411,32.485382
12,699,30.216003
12,648,29.227722
12,241,28.919052
12,45,28.359589
13,659,30.026672
13,583,29.531967
13,0,28.822678
13,635,27.639664
13,68,27.432648
14,443,47.01979
14,405,32.524994
14,583,30.133026
14,478,29.233917
14,42,28.598083
15,744,24.741486
15,463,24.613464
15,131,23.93605
15,247,21.93982
15,696,21.350113
16,602,33.521072
16,671,32.57794
16,631,29.19754
16,605,29.06923
16,171,29.02974
17,131,33.108353
17,557,31.142502
17,241,30.285583
17,318,30.141144
17,173,28.643372
18,273,34.42784
18,392,34.123245
18,128,28.795639
18,471,28.678223
18,440,28.358368
19,598,45.755783
19,183,36.156097
19,575,35.08583
19,743,33.532837
19,282,31.459152
20,212,42.516846
20,171,41.09059
20,698,38.277695
20,424,34.015625
20,160,31.84143
21,449,37.823547
21,445,35.319443
21,675,32.28911
21,632,31.994751
21,590,29.93341
22,254,37.93387
22,725,37.168396
22,585,36.52391
22,658,34.535995
22,632,34.154068
23,622,28.383408
23,690,27.233292
23,692,26.510193
23,50,25.86847
23,202,25.638107
24,241,46.8882
24,126,41.17296
24,719,37.664474
24,59,35.475082
24,631,33.806366
25,269,35.49347
25,136,28.270477
25,277,26.4469
25,51,26.09288
25,25,26.04802
26,712,37.366302
26,235,32.865738
26,694,28.250244
26,186,25.812057
26,745,25.660751
27,192,41.070145
27,67,40.802017
27,498,32.827576
27,241,30.872833
27,130,28.681473
28,550,28.53061
28,544,26.069199
28,573,24.028961
28,712,23.871368
28,647,23.42929
29,417,28.2099
29,155,27.889069
29,560,26.273224
29,627,25.14943
29,24,23.874237
30,645,34.463486
30,640,32.673065
30,175,27.287827
30,602,26.987885
30,189,26.854752
31,428,30.776413
31,62,29.301422
31,30,28.97911
31,370,27.253036
31,88,26.510239
32,507,42.22766
32,571,38.13994
32,133,36.15538
32,685,34.24408
32,35,32.73488
33,622,31.784683
33,492,29.63739
33,274,27.595093
33,583,25.739227
33,457,25.17772
34,621,42.999207
34,106,30.923767
34,577,30.57431
34,730,28.233109
34,702,27.485565
35,210,37.94609
35,116,30.712265
35,50,28.921814
35,217,28.858124
35,730,28.741913
36,622,32.00107
36,743,31.156708
36,160,30.294739
36,459,30.213837
36,167,29.568512
37,273,40.525803
37,264,36.750626
37,595,33.730194
37,6,33.22966
37,565,32.69301
38,243,34.652664
38,213,33.788055
38,726,31.56221
38,300,28.825943
38,675,27.680191
39,736,42.294968
39,206,37.645035
39,368,34.08928
39,289,33.79019
39,699,32.838135
40,85,36.249237
40,450,30.23581
40,157,29.749268
40,492,26.698135
40,331,26.491974
41,309,32.43274
41,505,25.769653
41,229,22.358795
41,555,19.90686
41,630,19.662476
42,156,26.044678
42,316,24.024765
42,578,23.038483
42,645,22.456055
42,134,22.322754
43,133,37.436172
43,633,35.192093
43,273,33.566177
43,212,31.021881
43,296,27.746017
44,551,33.499756
44,299,31.798035
44,82,31.532562
44,369,28.38977
44,702,25.358398
45,234,37.869247
45,75,30.980179
45,289,27.97165
45,424,25.063385
45,193,24.900146
46,146,37.308975
46,575,30.615585
46,226,28.584106
46,300,28.13942
46,527,26.273987
47,136,36.88362
47,162,35.94539
47,571,32.455124
47,724,31.92041
47,646,31.667389
48,511,38.74109
